"Q109491100","Yuri Nikolaev",1962
"Q109494248","Sergey Molchanov",1967
"Q109558101","John Horton",1951
"Q109615199","Germain Burgaud",1996
"Q109781593","Radhika Hettiarachchi",1977
"Q109829418","Indrajith Bandaranayake",NA
"Q110008032","Javid Zadaskar",NA
"Q110157211","Bob Templeton",1932
"Q110251040","Oleg Azarenko",1977
"Q110269645","Igor Mironov",1960
"Q110300883","Karim Boudi",1983
"Q110301262","Nabil Benhamouda",1985
"Q110301283","Jilali Aib",1983
"Q110301754","Philippe Fourquet",1960
"Q110314513","Josep Aguilar Cortiella",NA
"Q110399988","Robert Sarrade",1904
"Q110408490","Marcel de Laborderie",1899
"Q110409135","John Hirsch",1883
"Q110426327","Yoan Saby",NA
"Q110597574","Marcel Tucoo-Chala",1916
"Q110601661","Clifford Wells",1872
"Q110619963","Jean Plaa",1899
"Q110634846","Kevin Flynn",1939
"Q110637488","Robert Duthen",1921
"Q110773682","Eugene Ruiz",1939
"Q110774548","Robert Toyos",1937
"Q110776452","Jean-Baptiste Doumecq",1940
"Q110808786","Anthony Siaguru",1946
"Q110835096","Shalako Groenewald",1993
"Q110835358","Robert Herridge",1989
"Q110878990","René Bernardini",1902
"Q110886845","Fernand Laclau",1907
"Q110887047","Joseph Châtelain",1900
"Q110887343","Gustavo Zerbino",1953
"Q110939535","Angus Mabey",NA
"Q111075603","Edouard Salsé",1923
"Q111130676","Luke Rossouw",NA
"Q111209657","Kenneth Ford",NA
"Q111232420","Sylvain Bourbon",1955
"Q111333433","Jean Domercq",1886
"Q111470864","Christophe Ridley",1993
"Q111593080","John Rushmere",1939
"Q111603600","Harry Khasigian",NA
"Q111675207","Max Godemet",1949
"Q111680635","Alexandre Salat",1915
"Q111685965","Arthur Samuelson",1974
"Q111698148","Anuja Perera",1985
"Q111698177","Manjula Damith Siripala",NA
"Q111730167","William Frederick Blick",1974
"Q111904067","Marcel Nourrit",1911
"Q111944549","Baptiste Carbo",1910
"Q112116444","Vincent Martimpé-Gallart",1914
"Q112181034","Bernard Cesses",1920
"Q112196038","John E. Highton",1935
"Q112238586","Makoto Taniguchi",NA
"Q112239914","Yuichi Fujishima",NA
"Q112760405","Hans Brian",1940
"Q112819424","Bernard Pujol",NA
"Q112845688","Mateo Ibanez",2000
"Q112873522","Jake Stamenkovic",NA
"Q112989850","Roman Malikov",1959
"Q112989853","Dmitry Shmakov",1966
"Q112989855","Mikhail Sharkov",1962
"Q112989857","Roman Romak",1970
"Q112989866","Viktor Kovtun",1965
"Q112989867","Igor Vashkevich",1962
"Q112989868","Igor Fedorov",1997
"Q112989870","Leonid Kovel",1958
"Q112989871","Grigory Zakhlivny",1952
"Q112989872","Anatoly Gonyany",1954
"Q112989873","Evgeniy Kozhin",1950
"Q113459729","Ben Tod",1908
"Q113546286","Gérard Freyssenge",1949
"Q113713058","Albert Orme",1937
"Q113987062","Rod Phelps",1934
"Q114457455","Adam H. Russell",NA
"Q114555350","Philippe Jacquemain",NA
"Q114588135","Armand Figeac",1915
"Q114594360","Jules Soulé",1878
"Q114648661","Michel Naudo",1955
"Q114658922","Jean Ruiz",1964
"Q114758949","Maurice André",1921
"Q114829144","Francis Findlay",1920
"Q114867352","Lucien Lafond",1906
"Q114872365","André Larroche",1911
"Q114877226","Henri Audurau",1911
"Q114877407","André Saubion",1909
"Q114877649","Raoul Lavagne",1910
"Q114877827","Charles Suares",1912
"Q114877828","Philippe Ascola",1906
"Q114877831","Octave Triquera",1911
"Q114877841","Jean Queroli",1908
"Q114887867","Louis Sayrou",1910
"Q114887869","Jean Azaïs",1909
"Q114890205","Jean Darrigade",1913
"Q114962070","Lucien Malafosse",1926
"Q114965655","André Castagnon",1912
"Q114967729","Georges Bentouré",1910
"Q114992435","Maurice Sournies",1913
"Q114996276","Jacques Labrousse",1916
"Q115005146","Denis Martiquet",1916
"Q115094364","Jean Londaitsbéhère",1910
"Q115097619","Jean Labat",1917
"Q115103054","Dennis Soga",1917
"Q115147067","Henri Jeansous",1910
"Q115185918","Jan Hasenlechner",1994
"Q115186827","Franco Velarde",1994
"Q115187342","Eduardo Orpis",1995
"Q115187385","Ernesto Ugarte",1989
"Q115187404","Jorge Castillo",1993
"Q115187449","Juan Pablo Larenas",1992
"Q115187796","Lucas Bordigoni",1996
"Q115187826","Manuel Gurruchaga",1983
"Q115187870","Martín Verschae",1992
"Q115187933","Mauricio Urrutia",1990
"Q115332226","George Henry Pritchard",1861
"Q115406810","Laurie Sutton",1922
"Q115429300","Waldemar Zajczonko",1950
"Q115486660","Pauli Tuala",NA
"Q115526347","Gus Parcell",1938
"Q115530037","Yu Kurihara",1998
"Q115566226","Jean-Marc Gonzales",1955
"Q115703436","Joe Hackett",1925
"Q115802845","Manuel Arroyo",2002
"Q115804253","John Walker",1883
"Q115824862","Jordan Roux",NA
"Q116047081","David Cusani",1959
"Q116193484","Graham Robbins",1956
"Q116215520","Paul Huntsman",1957
"Q116498340","Jaden Laing",1996
"Q116671849","Colin Rigby",NA
"Q116873173","Peter Colston",NA
"Q116921375","Bitner Tafili",2003
"Q116922420","Robert Robertson",1891
"Q116923005","Volodymyr Stelmakh",1995
"Q116937394","Hidehiko Satō",NA
"Q116983568","Daniel Bénassy",1939
"Q117052084","Jock Millican",1951
"Q117246274","Georges Duthen",1918
"Q117360308","Jean Barrès",1907
"Q117465324","Ian Boobyer",1971
"Q117743150","John Bell",1879
"Q117774917","Jean Kaczmarek",1937
"Q118120055","André Duprat",1914
"Q118220266","Alexis Duprouilh",NA
"Q118220629","Wojciech Piotrowicz",1990
"Q118695701","Matéo Issert",NA
"Q118696877","Takeshi Matsuoka",NA
"Q118697278","Yasuhiko Yamazaki",NA
"Q118697279","Taro Yamamoto",NA
"Q118744966","Arnaud Élissalde",1926
"Q118749152","Kentarō Futami",NA
"Q118870781","Bidzina Gegidze",1958
"Q118954945","Philippe Tarrusson",1951
"Q119920493","Hirotoshi Hori",NA
"Q120612699","David Lukeš",NA
"Q121078534","Lewis Gjaltema",1997
"Q121147447","Tim Sail",1998
"Q121255406","Vladimír Vondráček",1924
"Q122188522","John Steele",1964
"Q122234931","André Vernis",1919
"Q122240241","Charles Rabier",1921
"Q122311010","Devin Ibañez",NA
"Q122341157","Charles Carcopino-Tusoli",1894
"Q122343199","Charles Chassé",1915
"Q122363127","Masato Hirashima",NA
"Q122393779","Anton Forde",NA
"Q122835091","Richard Higham",NA
"Q122860810","Gys Pitzer",1939
"Q122879175","Dirkie de Villiers",1889
"Q123023618","George Robertson Turner",1855
"Q123197640","Alun Carter",1964
"Q123331884","André Rouzaud",1924
"Q123348747","François Othal",1921
"Q123354308","Dylan de Leeuw",2001
"Q123461182","Yves Biaou",1991
"Q123514863","Max Carroll",1932
"Q123824831","Bill Wordley",1932
"Q124000675","Duncan Pailthorpe",1890
"Q124128189","Arthur Barmby",1909
"Q124152850","Harland Rees",1909
"Q124154701","Hugo Maffini",1956
"Q124214959","Tom Pauling",1912
"Q124243269","David Taylor",1944
"Q124248084","Roberto François",1951
"Q124249310","Frank Hutchinson",1917
"Q124326898","John Collins",1939
"Q124433135","Mark Oram",NA
"Q124448782","Sébastien Boueilh",NA
"Q124478451","Stanley Coggan",1924
"Q124481727","Naohiko Kawazu",1907
"Q124516431","Pat Benson",1957
"Q124537130","Alain Berthe",1948
"Q124636283","Charles Bochard",1916
"Q124718933","Julian Ibañez",2005
"Q124754565","Andrey Yanyushkin",2004
"Q125055151","Ekain Imaz",2002
"Q125228955","Renfred Dazel",1981
"Q125251415","Bert Jones",1918
"Q125356459","Duce Gotora",NA
"Q125387583","David Ferreira",1981
"Q125387780","Walter Thomas",1889
"Q125387936","Bob Williams",1915
"Q125387969","Ian Reeler",1930
"Q125387976","David Whitehead",1933
"Q125406807","Gogi Sutiashvili",1947
"Q125455621","Billy Watkins",1933
"Q125468725","Johannes Pienaar",1911
"Q125468789","Willem Hefer",1925
"Q125468792","Nelles Vintcent",1925
"Q125468900","Tim Seymour",1948
"Q125469116","Nhlanhla Dlamini",NA
"Q125474333","Stephanus Hofmeyr",1906
"Q125474364","David Sampson",NA
"Q125474523","George MacDonald",1902
"Q125475257","Herbert Junior Couacaud",1990
"Q125504975","G. W. Erle Mitchell",1943
"Q125548834","Mark Lax",1983
"Q125559859","Archibald Fitzgerald Law",1853
"Q125722086","Fayçal Tourek",NA
"Q125728896","Henry Walter Jack",1891
"Q125822164","André Masbou",1928
"Q125951643","George Stevenson Cartwright",1908
"Q126098965","Pringle Fisher",1939
"Q126224532","Winston Waititi",1940
"Q126385455","Enzo Saytour",NA
"Q126387253","Tom Dourthe",NA
"Q126387622","Roman Œillet",NA
"Q126888597","Māris Šmits",1951
"Q127386485","Willie Leota",1977
"Q127599604","Adrien Chalmin",1986
"Q128107184","Shaun Williams",1998
"Q128405707","Jim Slevin",1861
"Q129112928","Clinton Jones",1959
"Q129532268","Bruce Broderson",1944
"Q129676506","Quinn Harrison-Jones",1998
